269.495	193373
240.9846	205685
233.02968	206230
230.68346	193375
225.53816	193715
218.62987	193353
214.69064	193386
211.3667	211346
210.73271	194660
209.74843	202703
209.2421	206228
204.29964	213250
202.38104	213278
202.28772	211970
199.43074	193356
198.7798	211697
198.27313	206824
197.04082	205643
192.35541	211972
191.85495	202685
199.76413	210232
160.47949	194301
141.79643	213660
133.93675	196653
130.73439	210106
130.2636	198563
126.02746	202689
125.334885	208145
124.9876	201659
124.040764	194787
121.3682	212411
120.68771	213081
120.546974	206575
118.34404	211074
117.56061	194872
117.37358	194185
117.32852	204192
117.3136	194226
117.06172	207031
116.69544	206228
211.29045	214637
203.93958	204772
203.67207	193825
196.8177	196653
187.06017	211673
186.64697	207061
181.75319	193372
179.2986	193411
176.8986	205420
176.24596	199370
175.19817	206575
173.62059	193440
171.40967	205572
169.25749	206010
167.04813	205070
166.86188	198922
164.60953	211273
163.60918	206003
163.20572	193402
162.90671	209715
193.43462	206178
172.24763	199862
170.63214	207899
168.55107	208656
159.8706	199237
158.60713	196064
157.01505	207381
151.9157	194261
151.14406	200779
143.18083	202602
142.7914	198334
142.41925	206182
142.40155	199839
140.52184	210588
139.89624	194247
137.44354	200139
136.34966	212617
135.37086	200475
135.29176	213722
134.95258	211210
284.44336	213097
248.98836	213127
235.35646	213548
234.78578	199853
234.69214	206513
234.09874	213095
233.92967	199076
228.45114	203402
228.00027	214839
227.31277	213102
224.10553	207194
217.42784	193687
216.94174	206761
215.12799	211135
214.5953	205981
213.44899	206397
212.72672	207924
212.52618	205793
211.76927	210233
211.45206	212484
284.44336	213097
248.98836	213127
235.35646	213548
234.78578	199853
234.69214	206513
234.09874	213095
233.92967	199076
228.45114	203402
228.00027	214839
227.31277	213102
224.10553	207194
217.42784	193687
216.94174	206761
215.12799	211135
214.5953	205981
213.44899	206397
212.72672	207924
212.52618	205793
211.76927	210233
211.45206	212484
227.43597	212490
222.58731	212484
216.82138	199859
212.05466	206371
211.55685	194427
210.57782	206387
210.42181	199853
207.2735	213548
205.22617	207199
203.15956	213102
199.80397	206761
199.37468	215119
193.90105	206513
190.51682	213095
190.35718	212859
189.75713	212432
187.68367	205576
183.74059	205445
183.65865	213127
182.3116	213144
181.20879	203290
167.80498	193373
161.26613	193378
161.2095	206230
161.17242	193353
159.10585	205669
158.07654	193722
153.11623	193356
151.44025	193396
139.34045	210133
135.56175	211755
134.0994	211234
130.41997	211970
130.32985	194660
128.67369	211273
128.24069	193380
125.85144	194890
124.83519	212035
121.422195	194899
121.06716	197162
240.3308	211063
236.87233	211091
236.3226	211083
234.24112	211061
231.73271	211067
225.14851	211076
222.6484	211081
222.1629	198311
219.96576	211072
215.13121	211077
212.70291	197343
209.83397	205594
200.46922	211090
196.63066	197338
196.58357	194123
193.30905	211055
191.77664	197348
191.67967	194143
189.69083	205497
188.75243	211088
160.24516	199849
148.54501	194285
145.78856	194229
142.75742	200424
141.58685	204439
137.47957	195865
136.63278	194310
135.54929	194997
132.05905	205699
130.12871	213720
129.02774	193402
129.00598	199487
128.87912	212582
128.52153	210977
128.24167	194194
127.623985	213376
127.51627	212929
126.271484	194474
125.63887	207030
124.59969	212224
